date,team,site,o:team,total,points,o:points
20111225,Knicks,home,Celtics,193.5,106,104
20111225,Celtics,away,Knicks,193.5,104,106
20111225,Lakers,home,Bulls,184.5,87,88
20111225,Bulls,away,Lakers,184.5,88,87
20111225,Mavericks,home,Heat,189.0,94,105
20111225,Heat,away,Mavericks,189.0,105,94
20111225,Thunder,home,Magic,194.5,97,89
20111225,Magic,away,Thunder,194.5,89,97
20111225,Warriors,home,Clippers,208.0,86,105
20111225,Clippers,away,Warriors,208.0,105,86
20111226,Hornets,home,Bucks,180.0,96,95
20111226,Bucks,away,Hornets,180.0,95,96
20111226,Cavaliers,home,Raptors,198.0,96,104
20111226,Raptors,away,Cavaliers,198.0,104,96
20111226,Kings,home,Lakers,197.0,100,91
20111226,Lakers,away,Kings,197.0,91,100
20111226,Magic,home,Rockets,199.0,104,95
20111226,Rockets,away,Magic,199.0,95,104
20111226,Mavericks,home,Nuggets,202.0,93,115
20111226,Nuggets,away,Mavericks,202.0,115,93
20111226,Pacers,home,Pistons,196.0,91,79
20111226,Pistons,away,Pacers,196.0,79,91
20111226,Spurs,home,Grizzlies,194.5,95,82
20111226,Grizzlies,away,Spurs,194.5,82,95
20111226,Suns,home,Pelicans,194.0,84,85
20111226,Pelicans,away,Suns,194.0,85,84
20111226,Timberwolves,home,Thunder,207.5,100,104
20111226,Thunder,away,Timberwolves,207.5,104,100
20111226,Trailblazers,home,Seventysixers,188.0,107,103
20111226,Seventysixers,away,Trailblazers,188.0,103,107
20111226,Warriors,home,Bulls,196.0,99,91
20111226,Bulls,away,Warriors,196.0,91,99
20111226,Wizards,home,Nets,190.0,84,90
20111226,Nets,away,Wizards,190.0,90,84
20111227,Bucks,home,Timberwolves,193.0,98,95
20111227,Timberwolves,away,Bucks,193.0,95,98
20111227,Heat,home,Celtics,186.5,115,107
20111227,Celtics,away,Heat,186.5,107,115
20111227,Lakers,home,Jazz,186.5,96,71
20111227,Jazz,away,Lakers,186.5,71,96
20111227,Nets,home,Hawks,178.5,70,106
20111227,Hawks,away,Nets,178.5,106,70
20111227,Trailblazers,home,Kings,197.0,101,79
20111227,Kings,away,Trailblazers,197.0,79,101
20111228,Hornets,home,Heat,190.5,95,96
20111228,Heat,away,Hornets,190.5,96,95
20111228,Grizzlies,home,Thunder,194.0,95,98
20111228,Thunder,away,Grizzlies,194.0,98,95
20111228,Hawks,home,Wizards,186.0,101,83
20111228,Wizards,away,Hawks,186.0,83,101
20111228,Pelicans,home,Celtics,175.0,97,78
20111228,Celtics,away,Pelicans,175.0,78,97
20111228,Nuggets,home,Jazz,203.0,117,100
20111228,Jazz,away,Nuggets,203.0,100,117
20111228,Pistons,home,Cavaliers,189.0,89,105
20111228,Cavaliers,away,Pistons,189.0,105,89
20111228,Raptors,home,Pacers,193.5,85,90
20111228,Pacers,away,Raptors,193.5,90,85
20111228,Spurs,home,Clippers,194.5,115,90
20111228,Clippers,away,Spurs,194.5,90,115
20111228,Suns,home,Seventysixers,197.0,83,103
20111228,Seventysixers,away,Suns,197.0,103,83
20111228,Warriors,home,Knicks,204.0,92,78
20111228,Knicks,away,Warriors,204.0,78,92
20111229,Kings,home,Bulls,188.0,98,108
20111229,Bulls,away,Kings,188.0,108,98
20111229,Lakers,home,Knicks,196.5,99,82
20111229,Knicks,away,Lakers,196.5,82,99
20111229,Magic,home,Nets,181.5,94,78
20111229,Nets,away,Magic,181.5,78,94
20111229,Rockets,home,Spurs,197.5,105,85
20111229,Spurs,away,Rockets,197.5,85,105
20111229,Thunder,home,Mavericks,196.0,104,102
20111229,Mavericks,away,Thunder,196.0,102,104
20111229,Trailblazers,home,Nuggets,202.0,111,102
20111229,Nuggets,away,Trailblazers,202.0,102,111
20111230,Hornets,home,Magic,183.5,79,100
20111230,Magic,away,Hornets,183.5,100,79
20111230,Bucks,home,Wizards,185.0,102,81
20111230,Wizards,away,Bucks,185.0,81,102
20111230,Celtics,home,Pistons,183.0,96,85
20111230,Pistons,away,Celtics,183.0,85,96
20111230,Clippers,home,Bulls,192.0,101,114
20111230,Bulls,away,Clippers,192.0,114,101
20111230,Grizzlies,home,Rockets,195.5,113,93
20111230,Rockets,away,Grizzlies,195.5,93,113
20111230,Hawks,home,Nets,177.0,105,98
20111230,Nets,away,Hawks,177.0,98,105
20111230,Pelicans,home,Suns,183.5,78,93
20111230,Suns,away,Pelicans,183.5,93,78
20111230,Jazz,home,Seventysixers,191.5,102,99
20111230,Seventysixers,away,Jazz,191.5,99,102
20111230,Mavericks,home,Raptors,193.0,99,86
20111230,Raptors,away,Mavericks,193.0,86,99
20111230,Pacers,home,Cavaliers,189.0,98,91
20111230,Cavaliers,away,Pacers,189.0,91,98
20111230,Timberwolves,home,Heat,210.0,101,103
20111230,Heat,away,Timberwolves,210.0,103,101
20111231,Kings,home,Knicks,200.0,92,114
20111231,Knicks,away,Kings,200.0,114,92
20111231,Lakers,home,Nuggets,198.0,92,89
20111231,Nuggets,away,Lakers,198.0,89,92
20111231,Pistons,home,Pacers,181.5,96,88
20111231,Pacers,away,Pistons,181.5,88,96
20111231,Rockets,home,Hawks,190.0,95,84
20111231,Hawks,away,Rockets,190.0,84,95
20111231,Spurs,home,Jazz,194.5,104,89
20111231,Jazz,away,Spurs,194.5,89,104
20111231,Thunder,home,Suns,200.5,107,97
20111231,Suns,away,Thunder,200.5,97,107
20111231,Warriors,home,Seventysixers,189.0,79,107
20111231,Seventysixers,away,Warriors,189.0,107,79
20120101,Bulls,home,Grizzlies,188.0,104,64
20120101,Grizzlies,away,Bulls,188.0,64,104
20120101,Cavaliers,home,Nets,185.0,98,82
20120101,Nets,away,Cavaliers,185.0,82,98
20120101,Clippers,home,Trailblazers,200.0,93,88
20120101,Trailblazers,away,Clippers,200.0,88,93
20120101,Heat,home,Hornets,197.5,129,90
20120101,Hornets,away,Heat,197.5,90,129
20120101,Kings,home,Pelicans,183.0,96,80
20120101,Pelicans,away,Kings,183.0,80,96
20120101,Magic,home,Raptors,186.5,102,96
20120101,Raptors,away,Magic,186.5,96,102
20120101,Nuggets,home,Lakers,198.5,99,90
20120101,Lakers,away,Nuggets,198.5,90,99
20120101,Timberwolves,home,Mavericks,202.0,99,82
20120101,Mavericks,away,Timberwolves,202.0,82,99
20120101,Wizards,home,Celtics,185.0,86,94
20120101,Celtics,away,Wizards,185.0,94,86
20120102,Celtics,home,Wizards,187.5,100,92
20120102,Wizards,away,Celtics,187.5,92,100
20120102,Heat,home,Hawks,195.5,92,100
20120102,Hawks,away,Heat,195.5,100,92
20120102,Jazz,home,Pelicans,182.0,94,90
20120102,Pelicans,away,Jazz,182.0,90,94
20120102,Knicks,home,Raptors,198.0,85,90
20120102,Raptors,away,Knicks,198.0,90,85
20120102,Mavericks,home,Thunder,197.0,100,87
20120102,Thunder,away,Mavericks,197.0,87,100
20120102,Nets,home,Pacers,182.5,94,108
20120102,Pacers,away,Nets,182.5,108,94
20120102,Nuggets,home,Bucks,197.0,91,86
20120102,Bucks,away,Nuggets,197.0,86,91
20120102,Pistons,home,Magic,183.0,89,78
20120102,Magic,away,Pistons,183.0,78,89
20120102,Suns,home,Warriors,193.0,102,91
20120102,Warriors,away,Suns,193.0,91,102
20120102,Timberwolves,home,Spurs,197.5,106,96
20120102,Spurs,away,Timberwolves,197.5,96,106
20120103,Bulls,home,Hawks,183.0,76,74
20120103,Hawks,away,Bulls,183.0,74,76
20120103,Cavaliers,home,Hornets,189.0,115,101
20120103,Hornets,away,Cavaliers,189.0,101,115
20120103,Grizzlies,home,Kings,190.0,113,96
20120103,Kings,away,Grizzlies,190.0,96,113
20120103,Jazz,home,Bucks,186.0,85,73
20120103,Bucks,away,Jazz,186.0,73,85
20120103,Lakers,home,Rockets,191.0,108,99
20120103,Rockets,away,Lakers,191.0,99,108
20120103,Thunder,home,Trailblazers,196.0,93,103
20120103,Trailblazers,away,Thunder,196.0,103,93
20120104,Celtics,home,Nets,179.5,89,70
20120104,Nets,away,Celtics,179.5,70,89
20120104,Clippers,home,Rockets,203.0,117,89
20120104,Rockets,away,Clippers,203.0,89,117
20120104,Heat,home,Pacers,197.0,118,83
20120104,Pacers,away,Heat,197.0,83,118
20120104,Pelicans,home,Seventysixers,181.5,93,101
20120104,Seventysixers,away,Pelicans,181.5,101,93
20120104,Knicks,home,Hornets,200.0,110,118
20120104,Hornets,away,Knicks,200.0,118,110
20120104,Magic,home,Wizards,189.0,103,85
20120104,Wizards,away,Magic,189.0,85,103
20120104,Mavericks,home,Suns,194.5,98,89
20120104,Suns,away,Mavericks,194.5,89,98
20120104,Nuggets,home,Kings,206.0,110,83
20120104,Kings,away,Nuggets,206.0,83,110
20120104,Pistons,home,Bulls,182.0,83,99
20120104,Bulls,away,Pistons,182.0,99,83
20120104,Raptors,home,Cavaliers,191.0,92,77
20120104,Cavaliers,away,Raptors,191.0,77,92
20120104,Spurs,home,Warriors,192.0,101,95
20120104,Warriors,away,Spurs,192.0,95,101
20120104,Timberwolves,home,Grizzlies,197.0,86,90
20120104,Grizzlies,away,Timberwolves,197.0,90,86
20120105,Hawks,home,Heat,188.0,109,116
20120105,Heat,away,Hawks,188.0,116,109
20120105,Kings,home,Bucks,187.5,103,100
20120105,Bucks,away,Kings,187.5,100,103
20120105,Spurs,home,Mavericks,189.5,93,71
20120105,Mavericks,away,Spurs,189.5,71,93
20120105,Trailblazers,home,Lakers,187.5,107,96
20120105,Lakers,away,Trailblazers,187.5,96,107
20120106,Hornets,home,Hawks,186.5,96,102
20120106,Hawks,away,Hornets,186.5,102,96
20120106,Celtics,home,Pacers,185.5,74,87
20120106,Pacers,away,Celtics,185.5,87,74
20120106,Pelicans,home,Nuggets,191.0,88,96
20120106,Nuggets,away,Pelicans,191.0,96,88
20120106,Jazz,home,Grizzlies,186.0,94,85
20120106,Grizzlies,away,Jazz,186.0,85,94
20120106,Lakers,home,Warriors,186.0,97,90
20120106,Warriors,away,Lakers,186.0,90,97
20120106,Magic,home,Bulls,181.5,83,97
20120106,Bulls,away,Magic,181.5,97,83
20120106,Raptors,home,Nets,182.0,85,97
20120106,Nets,away,Raptors,182.0,97,85
20120106,Seventysixers,home,Pistons,185.0,96,73
20120106,Pistons,away,Seventysixers,185.0,73,96
20120106,Suns,home,Trailblazers,196.5,102,77
20120106,Trailblazers,away,Suns,196.5,77,102
20120106,Thunder,home,Rockets,205.5,109,94
20120106,Rockets,away,Thunder,205.5,94,109
20120106,Timberwolves,home,Cavaliers,198.5,87,98
20120106,Cavaliers,away,Timberwolves,198.5,98,87
20120106,Wizards,home,Knicks,199.0,96,99
20120106,Knicks,away,Wizards,199.0,99,96
20120107,Clippers,home,Bucks,192.5,92,86
20120107,Bucks,away,Clippers,192.5,86,92
20120107,Hawks,home,Bulls,176.5,109,94
20120107,Bulls,away,Hawks,176.5,94,109
20120107,Mavericks,home,Pelicans,180.0,96,81
20120107,Pelicans,away,Mavericks,180.0,81,96
20120107,Nets,home,Heat,190.5,90,101
20120107,Heat,away,Nets,190.5,101,90
20120107,Pacers,home,Hornets,188.5,99,77
20120107,Hornets,away,Pacers,188.5,77,99
20120107,Pistons,home,Knicks,191.0,80,103
20120107,Knicks,away,Pistons,191.0,103,80
20120107,Rockets,home,Thunder,200.5,95,98
20120107,Thunder,away,Rockets,200.5,98,95
20120107,Seventysixers,home,Raptors,186.5,97,62
20120107,Raptors,away,Seventysixers,186.5,62,97
20120107,Spurs,home,Nuggets,198.0,121,117
20120107,Nuggets,away,Spurs,198.0,117,121
20120107,Warriors,home,Jazz,186.5,87,88
20120107,Jazz,away,Warriors,186.5,88,87
20120108,Kings,home,Magic,194.5,97,104
20120108,Magic,away,Kings,194.5,104,97
20120108,Lakers,home,Grizzlies,183.0,90,82
20120108,Grizzlies,away,Lakers,183.0,82,90
20120108,Suns,home,Bucks,187.0,109,93
20120108,Bucks,away,Suns,187.0,93,109
20120108,Thunder,home,Spurs,195.0,108,96
20120108,Spurs,away,Thunder,195.0,96,108
20120108,Trailblazers,home,Cavaliers,192.5,98,78
20120108,Cavaliers,away,Trailblazers,192.5,78,98
20120108,Wizards,home,Timberwolves,194.5,72,93
20120108,Timberwolves,away,Wizards,194.5,93,72
20120109,Bulls,home,Pistons,177.5,92,68
20120109,Pistons,away,Bulls,177.5,68,92
20120109,Knicks,home,Hornets,201.5,91,87
20120109,Hornets,away,Knicks,201.5,87,91
20120109,Nets,home,Hawks,178.5,101,106
20120109,Hawks,away,Nets,178.5,106,101
20120109,Nuggets,home,Pelicans,192.5,81,94
20120109,Pelicans,away,Nuggets,192.5,94,81
20120109,Raptors,home,Timberwolves,187.5,97,87
20120109,Timberwolves,away,Raptors,187.5,87,97
20120109,Seventysixers,home,Pacers,185.0,96,86
20120109,Pacers,away,Seventysixers,185.0,86,96
20120110,Hornets,home,Rockets,194.0,70,82
20120110,Rockets,away,Hornets,194.0,82,70
20120110,Bucks,home,Spurs,187.0,106,103
20120110,Spurs,away,Bucks,187.0,103,106
20120110,Grizzlies,home,Thunder,193.5,95,100
20120110,Thunder,away,Grizzlies,193.5,100,95
20120110,Jazz,home,Cavaliers,188.0,113,105
20120110,Cavaliers,away,Jazz,188.0,105,113
20120110,Lakers,home,Suns,190.0,99,83
20120110,Suns,away,Lakers,190.0,83,99
20120110,Pistons,home,Mavericks,182.0,86,100
20120110,Mavericks,away,Pistons,182.0,100,86
20120110,Seventysixers,home,Kings,197.5,112,85
20120110,Kings,away,Seventysixers,197.5,85,112
20120110,Timberwolves,home,Bulls,185.5,100,111
20120110,Bulls,away,Timberwolves,185.5,111,100
20120110,Trailblazers,home,Clippers,196.0,105,97
20120110,Clippers,away,Trailblazers,196.0,97,105
20120110,Warriors,home,Heat,194.5,111,106
20120110,Heat,away,Warriors,194.5,106,111
20120110,Wizards,home,Raptors,184.5,93,78
20120110,Raptors,away,Wizards,184.5,78,93
20120111,Bulls,home,Wizards,181.0,78,64
20120111,Wizards,away,Bulls,181.0,64,78
20120111,Celtics,home,Mavericks,183.5,85,90
20120111,Mavericks,away,Celtics,183.5,90,85
20120111,Clippers,home,Heat,203.0,95,89
20120111,Heat,away,Clippers,203.0,89,95
20120111,Pelicans,home,Thunder,184.0,85,95
20120111,Thunder,away,Pelicans,184.0,95,85
20120111,Jazz,home,Lakers,184.0,87,90
20120111,Lakers,away,Jazz,184.0,90,87
20120111,Knicks,home,Seventysixers,195.0,85,79
20120111,Seventysixers,away,Knicks,195.0,79,85
20120111,Nuggets,home,Nets,198.5,123,115
20120111,Nets,away,Nuggets,198.5,115,123
20120111,Pacers,home,Hawks,183.0,96,84
20120111,Hawks,away,Pacers,183.0,84,96
20120111,Raptors,home,Kings,189.5,91,98
20120111,Kings,away,Raptors,189.5,98,91
20120111,Spurs,home,Rockets,198.5,101,95
20120111,Rockets,away,Spurs,198.5,95,101
20120111,Trailblazers,home,Magic,185.5,104,107
20120111,Magic,away,Trailblazers,185.5,107,104
20120112,Bucks,home,Pistons,177.5,102,93
20120112,Pistons,away,Bucks,177.5,93,102
20120112,Grizzlies,home,Knicks,194.0,94,83
20120112,Knicks,away,Grizzlies,194.0,83,94
20120112,Hawks,home,Hornets,182.5,111,81
20120112,Hornets,away,Hawks,182.5,81,111
20120112,Suns,home,Cavaliers,197.5,90,101
20120112,Cavaliers,away,Suns,197.5,101,90
20120112,Warriors,home,Magic,187.5,109,117
20120112,Magic,away,Warriors,187.5,117,109
20120113,Hornets,home,Pistons,179.5,81,98
20120113,Pistons,away,Hornets,179.5,98,81
20120113,Celtics,home,Bulls,177.0,79,88
20120113,Bulls,away,Celtics,177.0,88,79
20120113,Pelicans,home,Timberwolves,181.0,80,87
20120113,Timberwolves,away,Pelicans,181.0,87,80
20120113,Lakers,home,Cavaliers,188.0,97,92
20120113,Cavaliers,away,Lakers,188.0,92,97
20120113,Mavericks,home,Bucks,184.0,102,76
20120113,Bucks,away,Mavericks,184.0,76,102
20120113,Nuggets,home,Heat,210.0,117,104
20120113,Heat,away,Nuggets,210.0,104,117
20120113,Raptors,home,Pacers,178.5,90,95
20120113,Pacers,away,Raptors,178.5,95,90
20120113,Rockets,home,Kings,199.0,103,89
20120113,Kings,away,Rockets,199.0,89,103
20120113,Seventysixers,home,Wizards,186.5,120,89
20120113,Wizards,away,Seventysixers,186.5,89,120
20120113,Spurs,home,Trailblazers,193.0,99,83
20120113,Trailblazers,away,Spurs,193.0,83,99
20120113,Suns,home,Nets,195.0,103,110
20120113,Nets,away,Suns,195.0,110,103
20120114,Hornets,home,Warriors,190.5,112,100
20120114,Warriors,away,Hornets,190.5,100,112
20120114,Bulls,home,Raptors,176.0,77,64
20120114,Raptors,away,Bulls,176.0,64,77
20120114,Clippers,home,Lakers,189.0,102,94
20120114,Lakers,away,Clippers,189.0,94,102
20120114,Grizzlies,home,Pelicans,176.0,108,99
20120114,Pelicans,away,Grizzlies,176.0,99,108
20120114,Hawks,home,Timberwolves,188.0,93,91
20120114,Timberwolves,away,Hawks,188.0,91,93
20120114,Jazz,home,Nets,190.5,107,94
20120114,Nets,away,Jazz,190.5,94,107
20120114,Mavericks,home,Kings,195.0,99,60
20120114,Kings,away,Mavericks,195.0,60,99
20120114,Pacers,home,Celtics,180.0,97,83
20120114,Celtics,away,Pacers,180.0,83,97
20120114,Rockets,home,Trailblazers,195.5,107,105
20120114,Trailblazers,away,Rockets,195.5,105,107
20120114,Thunder,home,Knicks,197.0,104,92
20120114,Knicks,away,Thunder,197.0,92,104
20120114,Wizards,home,Seventysixers,186.5,90,103
20120114,Seventysixers,away,Wizards,186.5,103,90
20120115,Nuggets,home,Jazz,206.5,96,106
20120115,Jazz,away,Nuggets,206.5,106,96
20120115,Pistons,home,Warriors,187.5,91,99
20120115,Warriors,away,Pistons,187.5,99,91
20120115,Spurs,home,Suns,197.0,102,91
20120115,Suns,away,Spurs,197.0,91,102
20120116,Hornets,home,Cavaliers,193.0,94,102
20120116,Cavaliers,away,Hornets,193.0,102,94
20120116,Celtics,home,Thunder,186.0,88,97
20120116,Thunder,away,Celtics,186.0,97,88
20120116,Clippers,home,Nets,193.0,101,91
20120116,Nets,away,Clippers,193.0,91,101
20120116,Grizzlies,home,Bulls,178.0,102,86
20120116,Bulls,away,Grizzlies,178.0,86,102
20120116,Hawks,home,Raptors,177.5,93,84
20120116,Raptors,away,Hawks,177.5,84,93
20120116,Pelicans,home,Trailblazers,182.0,77,84
20120116,Trailblazers,away,Pelicans,182.0,84,77
20120116,Knicks,home,Magic,192.5,93,102
20120116,Magic,away,Knicks,192.5,102,93
20120116,Lakers,home,Mavericks,183.0,73,70
20120116,Mavericks,away,Lakers,183.0,70,73
20120116,Seventysixers,home,Bucks,186.5,94,82
20120116,Bucks,away,Seventysixers,186.5,82,94
20120116,Timberwolves,home,Kings,196.0,99,86
20120116,Kings,away,Timberwolves,196.0,86,99
20120116,Wizards,home,Rockets,191.0,106,114
20120116,Rockets,away,Wizards,191.0,114,106
20120117,Bucks,home,Nuggets,198.5,95,105
20120117,Nuggets,away,Bucks,198.5,105,95
20120117,Bulls,home,Suns,183.5,118,97
20120117,Suns,away,Bulls,183.5,97,118
20120117,Cavaliers,home,Warriors,197.5,95,105
20120117,Warriors,away,Cavaliers,197.5,105,95
20120117,Heat,home,Spurs,200.0,120,98
20120117,Spurs,away,Heat,200.0,98,120
20120117,Jazz,home,Clippers,190.5,108,79
20120117,Clippers,away,Jazz,190.5,79,108
20120117,Magic,home,Hornets,193.5,96,89
20120117,Hornets,away,Magic,193.5,89,96
20120117,Rockets,home,Pistons,189.5,97,80
20120117,Pistons,away,Rockets,189.5,80,97
20120118,Celtics,home,Raptors,175.5,96,73
20120118,Raptors,away,Celtics,175.5,73,96
20120118,Clippers,home,Mavericks,183.5,91,89
20120118,Mavericks,away,Clippers,183.5,89,91
20120118,Hawks,home,Trailblazers,184.5,92,89
20120118,Trailblazers,away,Hawks,184.5,89,92
20120118,Pelicans,home,Grizzlies,178.0,87,93
20120118,Grizzlies,away,Pelicans,178.0,93,87
20120118,Kings,home,Pacers,190.5,92,88
20120118,Pacers,away,Kings,190.5,88,92
20120118,Knicks,home,Suns,200.0,88,91
20120118,Suns,away,Knicks,200.0,91,88
20120118,Magic,home,Spurs,194.0,83,85
20120118,Spurs,away,Magic,194.0,85,83
20120118,Nets,home,Warriors,196.5,107,100
20120118,Warriors,away,Nets,196.5,100,107
20120118,Seventysixers,home,Nuggets,202.5,104,108
20120118,Nuggets,away,Seventysixers,202.5,108,104
20120118,Timberwolves,home,Pistons,185.5,93,85
20120118,Pistons,away,Timberwolves,185.5,85,93
20120118,Wizards,home,Thunder,197.5,105,102
20120118,Thunder,away,Wizards,197.5,102,105
20120119,Heat,home,Lakers,191.0,98,87
20120119,Lakers,away,Heat,191.0,87,98
20120119,Jazz,home,Mavericks,184.5,91,94
20120119,Mavericks,away,Jazz,184.5,94,91
20120119,Rockets,home,Pelicans,184.0,90,88
20120119,Pelicans,away,Rockets,184.0,88,90
20120120,Cavaliers,home,Bulls,186.0,75,114
20120120,Bulls,away,Cavaliers,186.0,114,75
20120120,Celtics,home,Suns,183.0,71,79
20120120,Suns,away,Celtics,183.0,79,71
20120120,Clippers,home,Timberwolves,191.0,98,101
20120120,Timberwolves,away,Clippers,191.0,101,98
20120120,Knicks,home,Bucks,189.5,86,100
20120120,Bucks,away,Knicks,189.5,100,86
20120120,Magic,home,Lakers,181.0,92,80
20120120,Lakers,away,Magic,181.0,80,92
20120120,Pistons,home,Grizzlies,180.0,81,98
20120120,Grizzlies,away,Pistons,180.0,98,81
20120120,Raptors,home,Trailblazers,180.5,84,94
20120120,Trailblazers,away,Raptors,180.5,94,84
20120120,Seventysixers,home,Hawks,184.0,90,76
20120120,Hawks,away,Seventysixers,184.0,76,90
20120120,Spurs,home,Kings,196.0,86,88
20120120,Kings,away,Spurs,196.0,88,86
20120120,Warriors,home,Pacers,192.0,91,94
20120120,Pacers,away,Warriors,192.0,94,91
20120120,Wizards,home,Nuggets,205.5,104,108
20120120,Nuggets,away,Wizards,205.5,108,104
20120121,Bulls,home,Hornets,184.0,95,89
20120121,Hornets,away,Bulls,184.0,89,95
20120121,Grizzlies,home,Kings,190.5,128,95
20120121,Kings,away,Grizzlies,190.5,95,128
20120121,Hawks,home,Cavaliers,188.0,121,94
20120121,Cavaliers,away,Hawks,188.0,94,121
20120121,Heat,home,Seventysixers,193.5,113,92
20120121,Seventysixers,away,Heat,193.5,92,113
20120121,Pelicans,home,Mavericks,173.0,81,83
20120121,Mavericks,away,Pelicans,173.0,83,81
20120121,Jazz,home,Timberwolves,191.0,108,98
20120121,Timberwolves,away,Jazz,191.0,98,108
20120121,Knicks,home,Nuggets,206.5,114,119
20120121,Nuggets,away,Knicks,206.5,119,114
20120121,Nets,home,Thunder,200.5,74,84
20120121,Thunder,away,Nets,200.5,84,74
20120121,Pistons,home,Trailblazers,181.0,94,91
20120121,Trailblazers,away,Pistons,181.0,91,94
20120121,Rockets,home,Spurs,193.0,105,102
20120121,Spurs,away,Rockets,193.0,102,105
20120122,Clippers,home,Raptors,184.5,103,91
20120122,Raptors,away,Clippers,184.5,91,103
20120122,Heat,home,Bucks,194.5,82,91
20120122,Bucks,away,Heat,194.5,91,82
20120122,Lakers,home,Pacers,179.0,96,98
20120122,Pacers,away,Lakers,179.0,98,96
20120122,Nets,home,Hornets,193.5,97,87
20120122,Hornets,away,Nets,193.5,87,97
20120122,Wizards,home,Celtics,183.5,94,100
20120122,Celtics,away,Wizards,183.5,100,94
20120123,Bucks,home,Hawks,182.0,92,97
20120123,Hawks,away,Bucks,182.0,97,92
20120123,Bulls,home,Nets,186.5,110,95
20120123,Nets,away,Bulls,186.5,95,110
20120123,Celtics,home,Magic,176.0,87,56
20120123,Magic,away,Celtics,176.0,56,87
20120123,Pelicans,home,Spurs,177.5,102,104
20120123,Spurs,away,Pelicans,177.5,104,102
20120123,Mavericks,home,Suns,183.0,93,87
20120123,Suns,away,Mavericks,183.0,87,93
20120123,Seventysixers,home,Wizards,194.0,103,83
20120123,Wizards,away,Seventysixers,194.0,83,103
20120123,Thunder,home,Pistons,186.5,99,79
20120123,Pistons,away,Thunder,186.5,79,99
20120123,Timberwolves,home,Rockets,197.0,92,107
20120123,Rockets,away,Timberwolves,197.0,107,92
20120123,Trailblazers,home,Kings,194.5,101,89
20120123,Kings,away,Trailblazers,194.5,89,101
20120123,Warriors,home,Grizzlies,194.5,90,91
20120123,Grizzlies,away,Warriors,194.5,91,90
20120124,Hornets,home,Knicks,191.0,78,111
20120124,Knicks,away,Hornets,191.0,111,78
20120124,Heat,home,Cavaliers,202.0,92,85
20120124,Cavaliers,away,Heat,202.0,85,92
20120124,Pacers,home,Magic,182.0,83,102
20120124,Magic,away,Pacers,182.0,102,83
20120124,Suns,home,Raptors,188.0,96,99
20120124,Raptors,away,Suns,188.0,99,96
20120124,Trailblazers,home,Grizzlies,187.0,97,84
20120124,Grizzlies,away,Trailblazers,187.0,84,97
20120125,Bulls,home,Pacers,187.0,90,95
20120125,Pacers,away,Bulls,187.0,95,90
20120125,Cavaliers,home,Knicks,196.0,91,81
20120125,Knicks,away,Cavaliers,196.0,81,91
20120125,Jazz,home,Raptors,189.0,106,111
20120125,Raptors,away,Jazz,189.0,111,106
20120125,Kings,home,Nuggets,205.0,93,122
20120125,Nuggets,away,Kings,205.0,122,93
20120125,Lakers,home,Clippers,186.5,96,91
20120125,Clippers,away,Lakers,186.5,91,96
20120125,Mavericks,home,Timberwolves,184.5,90,105
20120125,Timberwolves,away,Mavericks,184.5,105,90
20120125,Pistons,home,Heat,187.0,98,101
20120125,Heat,away,Pistons,187.0,101,98
20120125,Rockets,home,Bucks,190.0,99,105
20120125,Bucks,away,Rockets,190.0,105,99
20120125,Seventysixers,home,Nets,192.0,90,97
20120125,Nets,away,Seventysixers,192.0,97,90
20120125,Spurs,home,Hawks,189.0,105,83
20120125,Hawks,away,Spurs,189.0,83,105
20120125,Thunder,home,Pelicans,186.5,101,91
20120125,Pelicans,away,Thunder,186.5,91,101
20120125,Warriors,home,Trailblazers,192.5,101,93
20120125,Trailblazers,away,Warriors,192.5,93,101
20120125,Wizards,home,Hornets,192.0,92,75
20120125,Hornets,away,Wizards,192.0,75,92
20120126,Clippers,home,Grizzlies,192.5,98,91
20120126,Grizzlies,away,Clippers,192.5,91,98
20120126,Magic,home,Celtics,175.0,83,91
20120126,Celtics,away,Magic,175.0,91,83
20120127,Bulls,home,Bucks,185.0,107,100
20120127,Bucks,away,Bulls,185.0,100,107
20120127,Cavaliers,home,Nets,191.0,96,99
20120127,Nets,away,Cavaliers,191.0,99,96
20120127,Celtics,home,Pacers,175.0,94,87
20120127,Pacers,away,Celtics,175.0,87,94
20120127,Heat,home,Knicks,196.0,99,89
20120127,Knicks,away,Heat,196.0,89,99
20120127,Pelicans,home,Magic,177.0,93,67
20120127,Magic,away,Pelicans,177.0,67,93
20120127,Mavericks,home,Jazz,185.5,116,101
20120127,Jazz,away,Mavericks,185.5,101,116
20120127,Nuggets,home,Raptors,197.0,96,81
20120127,Raptors,away,Nuggets,197.0,81,96
20120127,Pistons,home,Hawks,179.5,101,107
20120127,Hawks,away,Pistons,179.5,107,101
20120127,Rockets,home,Wizards,197.5,103,76
20120127,Wizards,away,Rockets,197.5,76,103
20120127,Seventysixers,home,Hornets,182.5,89,72
20120127,Hornets,away,Seventysixers,182.5,72,89
20120127,Timberwolves,home,Spurs,196.0,87,79
20120127,Spurs,away,Timberwolves,196.0,79,87
20120127,Trailblazers,home,Suns,193.0,109,71
20120127,Suns,away,Trailblazers,193.0,71,109
20120127,Warriors,home,Thunder,199.0,109,120
20120127,Thunder,away,Warriors,199.0,120,109
20120128,Hornets,home,Wizards,184.0,99,102
20120128,Wizards,away,Hornets,184.0,102,99
